degree distribution (probability density function of the degree in logarithmic bins) 
10.5347	0.117273
12.4762	0.0832022
14.7955	0.0743564
17.4054	0.0266697
20.5574	0.0375082
23.68	0.0131135
27.6857	0.0156612
32.8929	0.010688
38.619	0.00683813
44.7222	0.00500001
49	0.000473924

degree distribution (degree-occurrences) 
10	0.094
11	0.108
12	0.088
13	0.08
14	0.082
15	0.048
16	0.046
17	0.044
18	0.03
19	0.028
20	0.03
21	0.032
22	0.032
23	0.024
24	0.018
25	0.008
26	0.018
27	0.016
28	0.016
29	0.01
30	0.01
31	0.012
32	0.012
33	0.012
34	0.01
35	0.01
36	0.004
37	0.008
38	0.006
39	0.012
40	0.006
41	0.006
42	0.008
43	0.008
44	0.002
45	0.004
46	0.002
47	0.006
48	0.006
49	0.004


--------------------------------------
community distribution (size-occurrences)
11	0.0588235
12	0.0588235
14	0.0588235
15	0.0588235
16	0.0588235
19	0.0588235
20	0.0588235
22	0.0588235
25	0.0588235
26	0.0588235
31	0.0588235
37	0.0588235
40	0.0588235
41	0.0588235
49	0.0588235
57	0.0588235
65	0.0588235


--------------------------------------
mixing parameter
0	0.006
0.047619	0.002
0.0582294	0.022
0.0652174	0.046
0.0744946	0.12
0.0843485	0.122
0.0923206	0.2
0.101976	0.222
0.114337	0.09
0.124674	0.042
0.132964	0.03
0.142857	0.036
0.153846	0.024
0.166667	0.026
0.181818	0.01
0.2	0.002

--------------------------------------
